group,component_index,root_bits,root_regions,leaf_bits,leaf_regions,path_index,path_length,path_score,node_depth,node_bits,node_regions,node_n,node_mean_size,node_breadth
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",100000,{OFT},89,3,3.0,0,111111,"{OFT, RV, LV, AVC, AB, Atria}",2,112.0,6
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",100000,{OFT},89,3,3.0,1,110011,"{OFT, RV, AB, Atria}",1,40.0,4
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",100000,{OFT},89,3,3.0,2,100001,"{OFT, Atria}",3,20.0,2
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",100000,{OFT},89,3,3.0,3,100000,{OFT},7,6.142857142857143,1
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",100000,{OFT},92,3,3.0,0,111111,"{OFT, RV, LV, AVC, AB, Atria}",2,112.0,6
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",100000,{OFT},92,3,3.0,1,110011,"{OFT, RV, AB, Atria}",1,40.0,4
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",100000,{OFT},92,3,3.0,2,100011,"{OFT, AB, Atria}",1,23.0,3
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",100000,{OFT},92,3,3.0,3,100000,{OFT},7,6.142857142857143,1
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",100000,{OFT},94,3,3.0,0,111111,"{OFT, RV, LV, AVC, AB, Atria}",2,112.0,6
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",100000,{OFT},94,3,3.0,1,110011,"{OFT, RV, AB, Atria}",1,40.0,4
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",100000,{OFT},94,3,3.0,2,110000,"{OFT, RV}",10,19.9,2
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",100000,{OFT},94,3,3.0,3,100000,{OFT},7,6.142857142857143,1
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",100000,{OFT},97,3,3.0,0,111111,"{OFT, RV, LV, AVC, AB, Atria}",2,112.0,6
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",100000,{OFT},97,3,3.0,1,110011,"{OFT, RV, AB, Atria}",1,40.0,4
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",100000,{OFT},97,3,3.0,2,110001,"{OFT, RV, Atria}",1,32.0,3
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",100000,{OFT},97,3,3.0,3,100000,{OFT},7,6.142857142857143,1
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",100000,{OFT},101,3,3.0,0,111111,"{OFT, RV, LV, AVC, AB, Atria}",2,112.0,6
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",100000,{OFT},101,3,3.0,1,110101,"{OFT, RV, AVC, Atria}",1,36.0,4
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",100000,{OFT},101,3,3.0,2,100001,"{OFT, Atria}",3,20.0,2
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",100000,{OFT},101,3,3.0,3,100000,{OFT},7,6.142857142857143,1
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",100000,{OFT},103,3,3.0,0,111111,"{OFT, RV, LV, AVC, AB, Atria}",2,112.0,6
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",100000,{OFT},103,3,3.0,1,110101,"{OFT, RV, AVC, Atria}",1,36.0,4
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",100000,{OFT},103,3,3.0,2,110000,"{OFT, RV}",10,19.9,2
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",100000,{OFT},103,3,3.0,3,100000,{OFT},7,6.142857142857143,1
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",100000,{OFT},106,3,3.0,0,111111,"{OFT, RV, LV, AVC, AB, Atria}",2,112.0,6
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",100000,{OFT},106,3,3.0,1,110101,"{OFT, RV, AVC, Atria}",1,36.0,4
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",100000,{OFT},106,3,3.0,2,110001,"{OFT, RV, Atria}",1,32.0,3
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",100000,{OFT},106,3,3.0,3,100000,{OFT},7,6.142857142857143,1
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",100000,{OFT},114,3,3.0,0,111111,"{OFT, RV, LV, AVC, AB, Atria}",2,112.0,6
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",100000,{OFT},114,3,3.0,1,111001,"{OFT, RV, LV, Atria}",1,57.0,4
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",100000,{OFT},114,3,3.0,2,100001,"{OFT, Atria}",3,20.0,2
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",100000,{OFT},114,3,3.0,3,100000,{OFT},7,6.142857142857143,1
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",100000,{OFT},116,3,3.0,0,111111,"{OFT, RV, LV, AVC, AB, Atria}",2,112.0,6
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",100000,{OFT},116,3,3.0,1,111001,"{OFT, RV, LV, Atria}",1,57.0,4
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",100000,{OFT},116,3,3.0,2,110000,"{OFT, RV}",10,19.9,2
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",100000,{OFT},116,3,3.0,3,100000,{OFT},7,6.142857142857143,1
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",100000,{OFT},119,3,3.0,0,111111,"{OFT, RV, LV, AVC, AB, Atria}",2,112.0,6
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",100000,{OFT},119,3,3.0,1,111001,"{OFT, RV, LV, Atria}",1,57.0,4
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",100000,{OFT},119,3,3.0,2,110001,"{OFT, RV, Atria}",1,32.0,3
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",100000,{OFT},119,3,3.0,3,100000,{OFT},7,6.142857142857143,1
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",010000,{RV},35,4,4.0,0,111111,"{OFT, RV, LV, AVC, AB, Atria}",2,112.0,6
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",010000,{RV},35,4,4.0,1,011111,"{RV, LV, AVC, AB, Atria}",3,74.66666666666667,5
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",010000,{RV},35,4,4.0,2,011100,"{RV, LV, AVC}",2,41.5,3
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",010000,{RV},35,4,4.0,3,010100,"{RV, AVC}",1,17.0,2
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",010000,{RV},35,4,4.0,4,010000,{RV},4,5.0,1
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",010000,{RV},37,4,4.0,0,111111,"{OFT, RV, LV, AVC, AB, Atria}",2,112.0,6
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",010000,{RV},37,4,4.0,1,011111,"{RV, LV, AVC, AB, Atria}",3,74.66666666666667,5
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",010000,{RV},37,4,4.0,2,011100,"{RV, LV, AVC}",2,41.5,3
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",010000,{RV},37,4,4.0,3,011000,"{RV, LV}",3,29.0,2
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",010000,{RV},37,4,4.0,4,010000,{RV},4,5.0,1
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",010000,{RV},42,4,4.0,0,111111,"{OFT, RV, LV, AVC, AB, Atria}",2,112.0,6
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",010000,{RV},42,4,4.0,1,011111,"{RV, LV, AVC, AB, Atria}",3,74.66666666666667,5
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",010000,{RV},42,4,4.0,2,011101,"{RV, LV, AVC, Atria}",1,36.0,4
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",010000,{RV},42,4,4.0,3,010100,"{RV, AVC}",1,17.0,2
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",010000,{RV},42,4,4.0,4,010000,{RV},4,5.0,1
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",010000,{RV},44,4,4.0,0,111111,"{OFT, RV, LV, AVC, AB, Atria}",2,112.0,6
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",010000,{RV},44,4,4.0,1,011111,"{RV, LV, AVC, AB, Atria}",3,74.66666666666667,5
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",010000,{RV},44,4,4.0,2,011101,"{RV, LV, AVC, Atria}",1,36.0,4
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",010000,{RV},44,4,4.0,3,011000,"{RV, LV}",3,29.0,2
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",010000,{RV},44,4,4.0,4,010000,{RV},4,5.0,1
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",010000,{RV},51,4,4.0,0,111111,"{OFT, RV, LV, AVC, AB, Atria}",2,112.0,6
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",010000,{RV},51,4,4.0,1,110011,"{OFT, RV, AB, Atria}",1,40.0,4
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",010000,{RV},51,4,4.0,2,110001,"{OFT, RV, Atria}",1,32.0,3
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",010000,{RV},51,4,4.0,3,110000,"{OFT, RV}",10,19.9,2
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",010000,{RV},51,4,4.0,4,010000,{RV},4,5.0,1
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",010000,{RV},55,4,4.0,0,111111,"{OFT, RV, LV, AVC, AB, Atria}",2,112.0,6
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",010000,{RV},55,4,4.0,1,110101,"{OFT, RV, AVC, Atria}",1,36.0,4
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",010000,{RV},55,4,4.0,2,110001,"{OFT, RV, Atria}",1,32.0,3
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",010000,{RV},55,4,4.0,3,110000,"{OFT, RV}",10,19.9,2
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",010000,{RV},55,4,4.0,4,010000,{RV},4,5.0,1
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",010000,{RV},59,4,4.0,0,111111,"{OFT, RV, LV, AVC, AB, Atria}",2,112.0,6
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",010000,{RV},59,4,4.0,1,111001,"{OFT, RV, LV, Atria}",1,57.0,4
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",010000,{RV},59,4,4.0,2,110001,"{OFT, RV, Atria}",1,32.0,3
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",010000,{RV},59,4,4.0,3,110000,"{OFT, RV}",10,19.9,2
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",010000,{RV},59,4,4.0,4,010000,{RV},4,5.0,1
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",010000,{RV},72,3,3.0,0,111111,"{OFT, RV, LV, AVC, AB, Atria}",2,112.0,6
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",010000,{RV},72,3,3.0,1,011101,"{RV, LV, AVC, Atria}",1,36.0,4
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",010000,{RV},72,3,3.0,2,010100,"{RV, AVC}",1,17.0,2
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",010000,{RV},72,3,3.0,3,010000,{RV},4,5.0,1
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",010000,{RV},74,3,3.0,0,111111,"{OFT, RV, LV, AVC, AB, Atria}",2,112.0,6
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",010000,{RV},74,3,3.0,1,011101,"{RV, LV, AVC, Atria}",1,36.0,4
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",010000,{RV},74,3,3.0,2,011000,"{RV, LV}",3,29.0,2
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",010000,{RV},74,3,3.0,3,010000,{RV},4,5.0,1
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",010000,{RV},83,3,3.0,0,111111,"{OFT, RV, LV, AVC, AB, Atria}",2,112.0,6
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",010000,{RV},83,3,3.0,1,011111,"{RV, LV, AVC, AB, Atria}",3,74.66666666666667,5
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",010000,{RV},83,3,3.0,2,011100,"{RV, LV, AVC}",2,41.5,3
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",010000,{RV},83,3,3.0,3,010000,{RV},4,5.0,1
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",010000,{RV},87,3,3.0,0,111111,"{OFT, RV, LV, AVC, AB, Atria}",2,112.0,6
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",010000,{RV},87,3,3.0,1,110011,"{OFT, RV, AB, Atria}",1,40.0,4
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",010000,{RV},87,3,3.0,2,010001,"{RV, Atria}",2,36.0,2
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",010000,{RV},87,3,3.0,3,010000,{RV},4,5.0,1
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",010000,{RV},93,3,3.0,0,111111,"{OFT, RV, LV, AVC, AB, Atria}",2,112.0,6
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",010000,{RV},93,3,3.0,1,110011,"{OFT, RV, AB, Atria}",1,40.0,4
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",010000,{RV},93,3,3.0,2,110000,"{OFT, RV}",10,19.9,2
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",010000,{RV},93,3,3.0,3,010000,{RV},4,5.0,1
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",010000,{RV},96,3,3.0,0,111111,"{OFT, RV, LV, AVC, AB, Atria}",2,112.0,6
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",010000,{RV},96,3,3.0,1,110011,"{OFT, RV, AB, Atria}",1,40.0,4
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",010000,{RV},96,3,3.0,2,110001,"{OFT, RV, Atria}",1,32.0,3
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",010000,{RV},96,3,3.0,3,010000,{RV},4,5.0,1
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",010000,{RV},99,3,3.0,0,111111,"{OFT, RV, LV, AVC, AB, Atria}",2,112.0,6
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",010000,{RV},99,3,3.0,1,110101,"{OFT, RV, AVC, Atria}",1,36.0,4
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",010000,{RV},99,3,3.0,2,010100,"{RV, AVC}",1,17.0,2
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",010000,{RV},99,3,3.0,3,010000,{RV},4,5.0,1
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",010000,{RV},102,3,3.0,0,111111,"{OFT, RV, LV, AVC, AB, Atria}",2,112.0,6
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",010000,{RV},102,3,3.0,1,110101,"{OFT, RV, AVC, Atria}",1,36.0,4
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",010000,{RV},102,3,3.0,2,110000,"{OFT, RV}",10,19.9,2
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",010000,{RV},102,3,3.0,3,010000,{RV},4,5.0,1
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",010000,{RV},105,3,3.0,0,111111,"{OFT, RV, LV, AVC, AB, Atria}",2,112.0,6
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",010000,{RV},105,3,3.0,1,110101,"{OFT, RV, AVC, Atria}",1,36.0,4
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",010000,{RV},105,3,3.0,2,110001,"{OFT, RV, Atria}",1,32.0,3
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",010000,{RV},105,3,3.0,3,010000,{RV},4,5.0,1
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",010000,{RV},110,3,3.0,0,111111,"{OFT, RV, LV, AVC, AB, Atria}",2,112.0,6
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",010000,{RV},110,3,3.0,1,111001,"{OFT, RV, LV, Atria}",1,57.0,4
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",010000,{RV},110,3,3.0,2,010001,"{RV, Atria}",2,36.0,2
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",010000,{RV},110,3,3.0,3,010000,{RV},4,5.0,1
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",010000,{RV},112,3,3.0,0,111111,"{OFT, RV, LV, AVC, AB, Atria}",2,112.0,6
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",010000,{RV},112,3,3.0,1,111001,"{OFT, RV, LV, Atria}",1,57.0,4
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",010000,{RV},112,3,3.0,2,011000,"{RV, LV}",3,29.0,2
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",010000,{RV},112,3,3.0,3,010000,{RV},4,5.0,1
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",010000,{RV},115,3,3.0,0,111111,"{OFT, RV, LV, AVC, AB, Atria}",2,112.0,6
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",010000,{RV},115,3,3.0,1,111001,"{OFT, RV, LV, Atria}",1,57.0,4
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",010000,{RV},115,3,3.0,2,110000,"{OFT, RV}",10,19.9,2
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",010000,{RV},115,3,3.0,3,010000,{RV},4,5.0,1
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",010000,{RV},118,3,3.0,0,111111,"{OFT, RV, LV, AVC, AB, Atria}",2,112.0,6
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",010000,{RV},118,3,3.0,1,111001,"{OFT, RV, LV, Atria}",1,57.0,4
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",010000,{RV},118,3,3.0,2,110001,"{OFT, RV, Atria}",1,32.0,3
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",010000,{RV},118,3,3.0,3,010000,{RV},4,5.0,1
